地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ブータン(Bhutan)</TITLE>,,,,,,
ティンプー,Thimphu,27.32,89.403,小都市,3,
ターシガン,Tashigang,27.19473,91.3157,小都市,5,
トンサ,Tongsa,27.42133,90.53514,小都市,5,
デワンギリ,Dewangiri,27.0121,91.4,小都市,5,
