地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>クロアチア(Croatia)</TITLE>,,,,,,
ザグレブ,Zagreb,45.48,15.5745,都市,3,
リエカ,Rijeka,45.2,14.27,都市,5,
スプリト,Split,43.31149,16.28001,都市,5,
オシイェク,Osijek,45.33151,18.4115,都市,5,
