地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>チュニジア(Tunisia)</TITLE>,,,,,,
チュニス,Tunis,36.493,10.11301,大都市,3,
スファクス,Sfax,34.45302,10.42,都市,4,
ビゼルト,Bizerte,37.18302,9.50301,小都市,4,
スース,Sousse,35.49,10.37,小都市,4,
