地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>マダガスカル(Madagascar)</TITLE>,,,,,,
アンタナナリボ,Antananarivo,-18.53002,47.3,巨大都市,2,
トゥアマシナ,Toamasina,-18.09,49.22,都市,5,
マハジャンガ,Mahajanga,-15.41301,46.20301,都市,5,
