地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>アンゴラ(Angola)</TITLE>,,,,,,
ルアンダ,Luanda,-8.493,13.15,巨大都市,1,
フアンボ,Huambo,-12.45,15.45,小都市,4,
ロビト,Lobito,-12.21,13.35002,小都市,4,
