地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ジンバブエ(Zimbabwe)</TITLE>,,,,,,
ハラーレ,Harare,-17.45598,31.04,巨大都市,3,
ブラワヨ,Bulawayo,-20.11002,28.42,都市,4,
