地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>グアテマラ(Guatemala)</TITLE>,,,,,,
グアテマラシティ,Guatemala City,14.37,-90.313,巨大都市,3,
ケサルテナンゴ,Quezaltenango,14.49,-91.30598,小都市,5,
