地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>北朝鮮(North Korea)</TITLE>,,,,,,
平壌,Pyonyan,39.0130,125.4530,巨大都市,2,
チョンジン,Chongjin,41.4800,129.5100,大都市,3,
ナンポ,Nampo,38.4500,125.2330,大都市,5,
シンウイジュ,Sinuiju,40.0500,124.2500,大都市,5,
ウォンサン,Wonsan,39.0800,127.2530,都市,3,
ケソン,Kaesong,37.5800,126.3200,都市,5,
ハムフン,Hamhung,39.5500,127.3200,大都市,3,
キムチェク,Kimchaek,40.4100,129.1200,都市,5,
海州,Haeju,38.0230,125.4300,都市,5,
サリウォン,Sariwon,38.3030,125.4500,小都市,5,
