地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ザンビア(Zambia)</TITLE>,,,,,,
ルサカ,Lusaka,-15.26301,28.17002,大都市,2,
ヌドラ,Ndola,-12.59298,28.38298,都市,4,
カブウェ,Kabwe,-14.283,28.253,都市,4,
ムフリラ,Mufulira,-12.313,28.13,都市,4,
チンゴラ,Chingola,-12.32002,27.53,都市,4,
ルアンシュヤ,Luanshya,-13.08298,28.24,都市,4,
