地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>アフガニスタン(Afghanistan)</TITLE>,,,,,,
カブール,Kabul,34.29002,69.11002,大都市,2,
カンダハール,Qandahar,31.35,65.45,都市,3,
ヘラート,Herat,34.2,62.103,都市,3,
コンドゥーズ,Qonduz,36.45,68.51,小都市,5,
バグラーン,Baghlan,36.11,68.433,小都市,5,
