地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>レバノン(Lebanon)</TITLE>,,,,,,
ザハレ,Zahle,33.493,35.54302,都市,5,
ベイルート,Bayrut,33.51,35.30302,都市,3,
