地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>イエメン(Yemen)</TITLE>,,,,,,
ムカッラー,Mukalla,14.34,49.07,都市,3,
アデン,Adan,12.47,45.03,大都市,3,
サヌア,San'a,15.223,44.133,大都市,3,
