地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ブルネイ(Brunei)</TITLE>,,,,,,
バンダル・スリ・ブガワン,Bandar Seri Begawan,4.55,114.56,小都市,4,
セリア,Seria,4.34293,114.1904,小都市,5,
