地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>イスラエル(Israel)</TITLE>,,,,,,
エルサレム,Jerusalem,31.46,35.13001,大都市,3,
ハイファ,Haifa,32.48,35.00299,都市,5,
ホロン,Holon,32.01,34.48,都市,5,
ベールシェバ,Beersheba,31.133,34.48299,都市,5,
テルアビブヤフォ,Tel Aviv yafo,32.05,34.46,都市,4,
