地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>デンマーク(Denmark)</TITLE>,,,,,,
オーデンセ,Odense,55.24302,10.22001,都市,5,
エスビアウ,Esbjerg,55.29301,8.26301,小都市,5,
ラナース,Randers,56.28001,10.02002,小都市,5,
チューレ,Thule,76.34,-68.47,小都市,3,
コペンハーゲン,Copenhagen,55.42,12.32298,大都市,3,
