地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ウガンダ(Uganda)</TITLE>,,,,,,
カンパラ,Kampala,0.19,32.35,大都市,3,
ジンジャ,Jinja,0.27302,33.133,小都市,5,
