地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ブルキナファソ(Burkina Faso)</TITLE>,,,,,,
ワガドゥーグー,Ouagadougou,12.193,-1.403,都市,3,
ボボ・デュラッソ,Bobo Dioulasso,11.19041,-4.2109,小都市,4,
ドリ,Dori,14.13332,0,小都市,4,
カンチャリ,Kantchari,12.44136,1.33565,小都市,4,
パーマ,Pama,11.23553,0.44546,小都市,4,
バンフォラ,Banfora,10.34134,-4.44463,小都市,4,
