地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ボスニア・ヘルツェゴビナ(Bosnia & Herzegovina)</TITLE>,,,,,,
バニャ・ルカ,Banja Luka,44.46001,17.103,都市,4,
モスタール,Mostar,43.2,17.50002,都市,4,
サラエボ,Sarajebo,43.52001,18.25451,大都市,4,
