地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ラトビア(Latvia)</TITLE>,,,,,,
リガ,Riga,56.57,24.04,大都市,3,
ダウガフピルス,Daugavpils,55.53,26.30299,都市,5,
リエパヤ,Liepaja,56.30302,21.00302,都市,5,
エルガバ,Elgava,56.39,23.403,都市,5,
