地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>西サハラ(Western Sahara)</TITLE>,,,,,,
ラアユーン,Laayoune,27.09,-13.11298,小都市,4,
ダクラ,Dakhla,23.45,-15.57,小都市,4,
