地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ベナン(Benin)</TITLE>,,,,,,
コトヌー,Cotonou,6.23298,2.29301,大都市,5,
ポルトノボ,Portonovo,6.31,2.44298,大都市,3,
