地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ヨルダン(Jordan)</TITLE>,,,,,,
アンマン,Amman,31.56298,35.55,巨大都市,3,
ザルカー,Zarqa,32.04001,36.06,都市,5,
イルビド,Irbid,32.33,35.50298,都市,5,
