地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ガーナ(Ghana)</TITLE>,,,,,,
アクラ,Accra,5.33,-0.15,大都市,2,
クマシ,Kumasi,6.42,-1.36,都市,4,
タマレ,Tamale,9.253,-0.50301,都市,4,
テマ,Tema,5.403,-0.013,都市,4,
ケープコースト,Cape Coast,5.07,-1.14301,小都市,4,
