地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>コートジボワール(Cote d'Ivoire)</TITLE>,,,,,,
アビジャン,Abidjan,5.19,-4.01,巨大都市,3,
ブアケ,Bouake,7.42,-5,都市,4,
ヤムスクロ,Yamoussoukro,6.51,-5.16599,都市,4,
ダロア,Daloa,6.55052,-6.27583,都市,4,
コルホゴ,Korhogo,9.37253,-5.48101,都市,4,
