地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>中央アフリカ(Central African Rep.)</TITLE>,,,,,,
バンギ,Bangui,4.24,18.37001,都市,3,
ブアール,Bouar,6.04473,15.31329,小都市,4,
バンバリ,Bambari,5.49142,20.42011,小都市,4,
ゼミオ,Zemio,5.06122,25.01052,小都市,4,
ビラオ,Birao,10.11143,22.36166,小都市,4,
