地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>パプアニューギニア(Papua New Guinea)</TITLE>,,,,,,
ポートモレスビー,Port Moresby,-9.29298,147.08,都市,3,
ラバウル,Rabaul,-4.16037,152.0736,小都市,4,
マダン,Madang,-5.08355,145.3956,小都市,4,
ウェワク,Wewak,-3.37534,143.3733,小都市,4,
