地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>アンティグア・バーブーダ(Antigua & Barbuda)</TITLE>,,,,,,
セントジョンズ,St.johns,17.07,-61.50298,都市,3,
