地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ベルギー(Belgium)</TITLE>,,,,,,
シャールロア,Charleroi,50.25001,4.26298,都市,6,
リエージュ,Liege,50.373,5.35298,都市,5,
ブリュージュ,Bruges,51.12302,3.13,都市,5,
ナミュール,Namur,50.28001,4.51,都市,5,
ブリュッセル,Bruxelles,50.5,4.21,大都市,3,
アントワープ,Antwerp,51.13001,4.253,都市,5,
