地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>マラウイ(Malawi)</TITLE>,,,,,,
ブランタイア,Blantyre,-15.45,34.583,都市,5,
リロングウェ,Lilongwe,-13.57,33.48302,都市,3,
