地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>スウェーデン(Sweden)</TITLE>,,,,,,
ストックホルム,Stockholm,59.19,18.03299,大都市,2,
ウプサラ,Uppsala,59.53301,17.36299,都市,5,
ヘルシングボリ,Helsingborg,56.05,12.42302,都市,5,
サンツバル,Sundsvall,62.23,17.17298,小都市,5,
ルーレオ,Lulea,65.34,22.1,小都市,3,
イェーテボリ,Goteborg,57.3,12,小都市,4,
キルナ,Kiruna,68,20,小都市,4,
マルメー,Malmo,55.4,13.19,都市,5,
