地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ルクセンブルク(Luxembourg)</TITLE>,,,,,,
ルクセンブルク,Luxembourg,49.36,6.08298,都市,5,
ルクセンブルグ,Luxemburg,49.36,6.09,都市,4,
