地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ユーゴスラビア連邦(Yugoslavia)</TITLE>,,,,,,
ノビ・サド,Novi Sad,45.15302,19.51,都市,5,
ニーシュ,Nis,43.19451,21.53449,都市,5,
プリシュティナ,Pristina,42.39,21.10001,都市,5,
ベオグラード,Beograd,44.49,20.3,巨大都市,3,
