地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>エクアドル(Ecuador)</TITLE>,,,,,,
グアヤキル,Guayaquil,-2.12302,-79.54598,巨大都市,3,
キト,Quito,-0.13599,-78.3,巨大都市,2,
クエンカ,Cuenca,-2.53298,-79,都市,5,
