地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>ケニア(Kenya)</TITLE>,,,,,,
ナイロビ,Nairobi,-1.17298,36.51299,巨大都市,1,
モンバサ,Mombasa,-4.02002,39.41002,都市,5,
