地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>アゼルバイジャン(Azerbaijan)</TITLE>,,,,,,
バクー,Baku,40.223,49.52,巨大都市,3,
スムガイト,Sumgait,40.35449,49.37451,都市,5,
キーロババード,Kirovabad,40.39302,46.21302,都市,5,
ミンゲチャウル,Mingechaur,40.45,47.03302,小都市,5,
