地名,ちめい,緯度,経度,種別,レイヤ,コードNo.
<TITLE>タジキスタン(Tadzhikistan)</TITLE>,,,,,,
ドゥシャンベ,Dushanbe,38.37149,68.51,大都市,3,
クリャプ,Kulyab,37.54302,69.47298,小都市,5,
クルガンチュベ,Kurgan-Tyube,37.51,68.48,小都市,5,
